ID	Gene.Symbol
INSIG2	3.382413626
TPP2	3.38146162
FRAS1	3.381285906
ATP6AP2	3.381282806
H2AC21	3.379040718
CREB3L4	3.378377438
MIR653	3.378237724
OMA1	3.376455069
ADGRG6	3.375794888
MKRN1	3.375097513
SAG	3.373331547
JAGN1	3.372356415
SBF1	3.372087955
FARSB	3.371298552
BRAP	3.370906115
CETN2	3.370631218
MT3	3.369924307
LINC01355	3.369665623
ATG10	3.369648457
TRIP6	3.367146969
SF3A3	3.365786552
FMOD	3.365432262
RPS13	3.365269184
TRAPPC8	3.36497736
CACNB2	3.36335969
SOX21	3.358927965
CCT8	3.357927084
SGCG	3.356721878
LINC01871	3.35630393
PSMD9	3.356242657
CPB1	3.356190681
THOC2	3.355890512
MLKL	3.354775667
COG5	3.354117155
MIR612	3.351951599
PIGO	3.350866318
DGUOK-AS1	3.35037303
ATP5PO	3.349950552
BBS7	3.349481583
NPRL2	3.349430084
KIFC1	3.34754014
KCNA2	3.347533941
PNMT	3.345996857
RAB1A	3.345377922
LINC02441	3.344415665
LINC02563	3.344415665
ATXN8OS	3.342366457
FAM120A	3.342089415
MANF	3.339708805
ATOX1	3.339577198
EXOC6B	3.338995457
DARS2	3.338983536
VASH1	3.337973595
OTX1	3.336826563
B3GALT4	3.33660078
NUDT5	3.336194277
CENPJ	3.333731174
CKAP2	3.33296895
NDE1	3.331181049
AGPS	3.330677032
SDF4	3.330451488
PPM1F	3.329572678
DRD5	3.329109192
B3GALT5	3.328692198
DHRS4	3.328003645
CAMK2A	3.326934099
USP13	3.326427221
REG1A	3.325777531
SHQ1	3.325520277
PLEKHG5	3.325337172
MIR210HG	3.324534416
POLD2	3.323862553
SEC62	3.323336124
VDAC2	3.321970224
DNAH5	3.320776939
RBM3	3.31985116
MT-TL1	3.319845438
TRIM44	3.319777489
DMRT1	3.319333792
NEK7	3.319095612
PHYH	3.318217754
CKAP4	3.318048477
GALNT2	3.317638397
HSPA2	3.315591574
PSMC3	3.314143181
GATAD2B	3.313103437
CFAP418	3.312757015
STK36	3.310885906
DDHD2	3.309939861
BRIX1	3.309077024
RGS4	3.308844328
H4C5	3.307524204
TMBIM6	3.306435108
SYNM	3.306005716
MRPL12	3.305412292
ELK3	3.305063486
SRSF7	3.304159403
SLC4A4	3.303971767
DDN-AS1	3.302913666
RTL1	3.30228138
DNAH11	3.301855564
MASP2	3.301451206
SLIRP	3.300644159
PRKAR1B	3.300530195
DOK7	3.299453735
SIAH2	3.299409151
KMT2E	3.298853636
ALPI	3.298310757
NKX2-5	3.295576811
GMPS	3.294604301
TONSL	3.292888403
SLC5A6	3.292707682
SOX14	3.292369604
SCN8A	3.292338848
LINC01638	3.291918993
CENPH	3.291774035
PKN3	3.290892601
MIR1270	3.290472507
CCNK	3.289454222
LNCTAM34A	3.28875494
TRAPPC12	3.288745165
FBXO38	3.288571358
DDX27	3.286867857
SRXN1	3.286021233
CDK2AP2	3.285894156
FBH1	3.285269976
MIR548D1	3.285020828
PHLDA1	3.284296751
RRP9	3.283895493
ENPP3	3.283071756
COPS2	3.283032656
KCNJ1	3.282970667
PXK	3.28187108
EHD1	3.281840324
UNC5C	3.280709028
L3MBTL1	3.27956295
KIFBP	3.279457569
CHSY1	3.277768373
P4HA1	3.275792599
LINCMD1	3.274829865
LONP2	3.271918297
RFC2	3.27047205
EIF4B	3.269408941
EIF2B3	3.268489361
REEP1	3.267566919
SOX8	3.266330719
IL17RC	3.264353275
XRN2	3.263336897
DIAPH2	3.26218605
MORF4L1	3.261788607
ATL1	3.259977341
HTR1D	3.258913279
PPP1R13B-DT	3.258851528
TANK	3.257520199
DAP3	3.256855488
GATAD2A	3.254291534
CYP51A1	3.253515959
TBCK	3.253453255
CNTN1	3.253411531
MIR3144	3.25326395
MBOAT7	3.252479792
ATP6V0A2	3.251965761
HOXD9	3.250257492
GSTZ1	3.250199556
ERLIN1	3.250129223
PKP4	3.250036001
SIM1	3.249870539
PPM1G	3.249345541
RTN2	3.248956203
ASF1B	3.24877429
SPR	3.248486996
CAMKK1	3.248333216
LOC107372315	3.247654438
DGUOK	3.245995045
RPL12	3.245872498
NELFA	3.24549222
RPN2	3.24416995
MED13L	3.243803978
NPHP1	3.242572308
SLC25A6	3.242054224
STIM2	3.238413572
ULBP1	3.238412619
SLC17A7	3.237434387
CPSF1	3.23707962
CLEC7A	3.236915112
DEFA5	3.23683095
LMX1A	3.236461401
SHROOM3	3.235293865
UBTF	3.234677076
KAT8	3.232510567
LARS1	3.2318573
LNCAROD	3.231216908
MSTO1	3.231122255
IGHM	3.230980635
ITM2B	3.230957985
DAZAP1	3.230393887
CYP3A43	3.230258226
JPT2	3.227683783
LHX6	3.227018118
CDK5RAP3	3.226319075
MARCKSL1	3.224502325
NUCB1	3.224290133
PPP2R5E	3.224194527
CD3G	3.22361517
DDX59	3.223486185
PIK3AP1	3.223465919
IQSEC1	3.223305941
RPL29	3.22174859
LAS1L	3.22172761
POLR3K	3.221512794
HSD17B10	3.221308231
CBX2	3.220417738
ELF4	3.220378876
IDH3B	3.220150471
ATP2C1	3.219157457
RTCB	3.216766119
FBXO7	3.216715574
ARFGEF1	3.216264963
AMOT	3.215508461
ALDH5A1	3.214827299
MT-ND4L	3.213928938
PIR	3.213773489
NUP37	3.211764574
BABAM1	3.211624861
TRIM3	3.211010456
MYT1L	3.210577011
EN1	3.210400581
B3GALT5-AS1	3.209535599
PRIM1	3.208366156
BTF3	3.207707405
TNNT1	3.20723772
GINS2	3.206636429
RBM25	3.206210375
CLDN16	3.204927921
TRPM6	3.204777241
RBM14	3.203611374
NOL3	3.203573465
KRIT1	3.202673912
KIR2DL1	3.202646732
RAI1	3.200900078
CORO1B	3.199986219
ATXN7	3.199344635
KPNA4	3.198944807
H1-10	3.198518515
RNF170	3.198374033
KCNIP3	3.198334217
PMP2	3.197546482
RPLP1	3.197093248
MAGEE1	3.196534157
HLA-F-AS1	3.196147919
GORAB	3.195530415
KCNB1	3.195349216
CPQ	3.195250511
EIF4G2	3.19522047
KCTD17	3.193815231
COPA	3.192299604
CLCN1	3.190590382
GTF2B	3.190029621
MIR1284	3.189865112
EPHA8	3.186290503
TRPM4	3.186218262
ATP6V1A	3.186036587
HLA-DMA	3.185818195
RPL18A	3.184002638
BTG3	3.183386564
LYAR	3.182881117
PADI2	3.182511806
MIR3065	3.181048155
KCNQ5	3.180788517
CRHR2	3.180736542
TSPOAP1-AS1	3.180401564
RHD	3.179608107
SLC52A2	3.179234505
MAP1S	3.178483248
MAU2	3.178026915
MMP17	3.175766468
ACTBL2	3.175117016
CYP26A1	3.173753738
MIR3196	3.171522379
SLC35F2	3.171422482
MT-ND3	3.170950413
CSPP1	3.17077899
FBXO6	3.170230627
LINC00240	3.170154095
MIR1266	3.169975281
SIM2	3.169797421
SORD	3.167668343
GOLGB1	3.166273832
CTSG	3.165944338
BNC2	3.16569376
RPP38-DT	3.165638924
DAOA	3.165246964
WAC	3.165061712
DHX30	3.164859056
HOXB5	3.164663315
LTB	3.16437602
FXR2	3.164309263
CEP19	3.16231513
ANAPC10	3.162068129
NDUFA8	3.162023544
PAH	3.161557198
MCOLN1	3.160010338
CAPZA2	3.159211397
HOXC10	3.159118652
LYPD3	3.158978939
TBL2	3.157639027
NAA25	3.157492638
EYS	3.157411575
MIR320B1	3.157137632
NDN	3.156175852
GAN	3.155222893
LY6D	3.154910803
LOXL4	3.154874325
RRAGC	3.154583454
RAPSN	3.15387249
LORICRIN	3.153717518
FCER2	3.152089596
SUV39H2	3.150872231
MAMLD1	3.150769472
FBXW11	3.150449276
CHTF18	3.149247885
ALG13	3.149157047
RNPEP	3.149099112
PBX2	3.14885664
RNF26	3.147276163
LRRC3B	3.146661997
B3GNT3	3.146564484
HLA-DPB2	3.146368504
IMPA2	3.146126747
ELOVL4	3.145203829
MEF2C-AS1	3.144953728
STK31	3.144101143
PCMT1	3.144030809
C16orf74	3.141562939
SLC22A4	3.141350985
MRPS28	3.140328407
MIR203B	3.140004873
DDRGK1	3.139699697
ATF6B	3.139588356
WDR35	3.138739109
MIPEP	3.138227701
PSENEN	3.137911081
COL25A1	3.136497259
ACADM	3.13463068
PLAA	3.131738901
SLC25A3	3.130546093
GTF2E2	3.129730701
NUP133	3.128604412
UBAP2	3.127995253
EIF3I	3.126505613
POMGNT1	3.124619007
P3H1	3.124132633
EVC	3.124036789
FAM83D	3.123835325
CCNO	3.1237638
CHCHD3	3.121982813
CNGB3	3.121083021
COPG1	3.119863033
USP11	3.119739532
RAB11B-AS1	3.115971804
C1orf74	3.114587545
TENT4A	3.113342762
DGKZ	3.113282681
SLK	3.113122702
P3H3	3.111845016
CNPY2	3.109272718
HAGH	3.109163284
SUPT16H	3.108536959
AGL	3.108390808
HCAR1	3.108011246
TRIM8	3.107935429
RAP2B	3.105332851
REPS1	3.101197958
DDX52	3.101190329
PRKAG1	3.099689722
RGS17	3.099460125
GLRA1	3.098754883
SRRT	3.096132517
BCL6B	3.095482826
RAB10	3.094608784
IRX2-DT	3.094231367
SH3PXD2B	3.093889952
PSMD11	3.093117237
SESN3	3.093047619
POLR1D	3.092633247
BAMBI	3.091667414
C19orf12	3.091127396
ADAMTS5	3.091073036
CRPPA	3.090507507
CCDC91	3.088783264
AGPAT1	3.088553905
DGAT1	3.088345528
PIP5K1A	3.088130951
BAZ1A	3.087485313
GINS1	3.086680889
NUP107	3.086666584
SLC44A1	3.086608171
PHKA1	3.085485458
IFT27	3.085147381
VASH2	3.084491014
DDHD1	3.084100723
MIR760	3.083929062
LETM1	3.08321476
NECTIN1	3.081856728
SRSF9	3.081062555
RLBP1	3.080695629
TTLL12	3.080655098
ARHGAP35	3.080263615
HMGCS1	3.079697132
GDI1	3.078844786
LIPG	3.076023817
PUM2	3.075060129
KLRG1	3.073763371
PROK2	3.073362589
GBF1	3.072604179
PGAM5	3.071942806
RTN4R	3.069743633
NIBAN1	3.069490433
SYCP3	3.068377018
SUPT6H	3.068144321
HERC1	3.067772865
MAPK15	3.065214634
RANGAP1	3.064880848
ZBTB7C	3.06486845
ARPC1A	3.064326286
IFITM3	3.063724756
SPTLC2	3.062682629
ERLEC1	3.061863899
VARS1	3.061308861
SOX3	3.060698986
TCEA3	3.060673714
EXOSC3	3.059788227
HIPK1	3.056819677
TRIM46	3.056718588
AMOTL1	3.053603172
FOXD3-AS1	3.053156614
MT-TP	3.052647591
CTNNBL1	3.05245471
SHANK3	3.05239892
EFHD1	3.052393198
NUP85	3.051622391
RPS23	3.051157713
IFT74	3.051003456
CENPC	3.050532341
DNAJA3	3.048983574
ARF6	3.04845953
DRG1	3.048271656
TAOK1	3.048204422
ASCC1	3.048103571
INO80	3.048007488
ANKS1A	3.04791832
PRPH	3.047632933
CLDN12	3.047305346
COPS3	3.046751738
PSMG2	3.046692133
DTX3L	3.045094252
SNAP23	3.044605255
TIRAP	3.044055223
MFSD2A	3.043691158
SRSF5	3.042549849
SUCO	3.042430639
EIF2S3	3.041160822
TRANK1	3.04081583
MIR1269A	3.040200233
RNASEH1	3.038927555
CPNE1	3.03847003
ATAD5	3.036541462
TARS2	3.03602314
HOXA7	3.033642769
RASGRF1	3.032314777
MLF2	3.031373262
KMT5B	3.030843019
SEM1	3.030772924
NFIA	3.030654192
PITX1	3.030131817
KLHL7	3.029980659
HSPB3	3.029296875
DYNC2I1	3.028499603
LIMCH1	3.028165817
CDK20	3.028071404
SHCBP1	3.027524948
CBX4	3.025889397
ANXA6	3.025833607
ACR	3.025832415
MIR935	3.024805546
GRHL3	3.024461269
SPECC1L-ADORA2A	3.023468018
MGAT2	3.023231506
CTBP1-DT	3.021728754
PRPF3	3.021357536
ADAM8	3.019608974
PCCA	3.019207954
PI4KA	3.018215656
IMPDH1	3.018141031
APRG1	3.018074751
ATP6V1E1	3.017901421
ABCC10	3.017359972
PTGES3	3.017357826
MIR153-1	3.017237663
SNX9	3.016506672
DHX16	3.016179085
NUCKS1	3.015247583
IRF2BPL	3.015137911
UBQLN1	3.014616966
FOXN2	3.013805628
OSBP	3.013569355
LINC00908	3.013047934
BHLHE41	3.012940645
DIAPH3	3.012860298
FUBP3	3.012626886
NPEPPS	3.009627581
UBQLN4	3.004827023
SYNJ2	3.004723549
ELF1	3.003490448
SLCO1A2	3.003458977
HM13	3.00228548
NENF	3.001835108
SLC29A2	2.999843359
RAB11FIP4	2.999605179
SNRPA	2.999223948
MIR1260A	2.998144388
BPI	2.997148037
NUP153	2.996859312
UBE2D2	2.996456146
MIR1180	2.996208191
MRPS22	2.996012688
IL1RL2	2.995634317
TEAD4	2.995105982
TBX4	2.993899822
KDM8	2.992382288
PSORS1C3	2.991782904
FLAD1	2.991588354
RAE1	2.991366148
UBQLN2	2.991270304
TNFAIP2	2.991039038
DCTN4	2.990829945
CIT	2.990261078
ABCD3	2.990233421
RPL30	2.990067244
INTS14	2.988500595
MIR665	2.987717867
E2F8	2.986727476
NPHP3	2.984460115
SH3BP4	2.984055996
P4HA2	2.983302832
SEPTIN7	2.983013153
CNN3	2.98291111
RB1-DT	2.982619524
ARFGEF2	2.982375145
PHLDB1	2.981934547
MT-ATP6	2.979859352
DDX23	2.978713989
IFT172	2.977868557
TOB1	2.976778984
CLDN9	2.976724386
C1R	2.975540876
SPRTN	2.975180864
RNF217-AS1	2.974873781
POGLUT1	2.97476244
LOC130059762	2.973667145
MIR153-2	2.973397017
NDUFV1	2.973321199
WASHC4	2.972904921
AP1M1	2.972226381
WDR18	2.971873283
TLX1NB	2.971443415
FAM111A	2.971232891
RBM17	2.970271587
AATK	2.97006011
KRT24	2.969915867
SLC25A46	2.969613552
DNAJA2	2.966932535
SLC2A4RG	2.964734077
NAGA	2.964706898
FAM98B	2.964516401
OLMALINC	2.963925838
COG7	2.963802338
FOXF2	2.963688374
CRNKL1	2.963440657
FFAR2	2.963328838
NARS2	2.963253498
NECTIN2	2.963118792
CLCN3	2.962781429
CCHCR1	2.9627738
NOP58	2.962679625
PLD3	2.961718559
ORAI3	2.961338997
MGP	2.959975004
POLR2B	2.959580898
NR1D1	2.959388494
SHANK2	2.959203482
ELAVL3	2.95915699
HTRA2	2.958832502
SURF4	2.958616257
B3GLCT	2.957920074
EDC4	2.957671165
VAPA	2.954852581
PEMT	2.954823256
PALS1	2.954454422
ANKLE1	2.95413661
CBR3	2.953387022
PIGN	2.952069283
DDX47	2.951914787
MMS19	2.950359344
TMEM11	2.949325562
RLN2	2.949297667
ANKRD12	2.948549747
RND2	2.948532104
MYO1C	2.948300123
OSBPL11	2.948183537
UTS2	2.947866917
S1PR5	2.946973324
PHKG2	2.946834564
UACA	2.946809292
TADA3	2.945707798
CYP21A1P	2.944856405
PSMD7	2.942522049
PTGIR	2.94231987
FARS2	2.940692663
GPC5	2.940441608
MIR634	2.938777447
JMJD6	2.938631773
ATP1B2	2.937770844
MATN1-AS1	2.937093019
MAGI3	2.936990023
IMPA1	2.93660903
RPL38	2.935751677
CMTM5	2.933779478
HNRNPAB	2.932675838
DEPTOR	2.932115555
GGCX	2.931763172
GAL3ST1	2.929352999
RBM4	2.929317474
HIGD1A	2.928042889
ATXN10	2.927960396
CTDSPL	2.926228523
RHCG	2.925799847
KLF14	2.925272942
HAR1B	2.924002886
LINC01152	2.922511101
ETF1	2.92238903
MIR3148	2.922280312
PDLIM1	2.920100451
RAB2A	2.919933319
H3C14	2.919797659
CRISP2	2.91889286
NDUFA7	2.917536259
SPEF2	2.917099237
DLX6	2.917039394
MIR539	2.916481256
EIF3C	2.916472435
APOM	2.916246891
HGS	2.916017771
ST3GAL3	2.914589643
GPSM3	2.912342548
TNS2	2.912207842
RHBDF1	2.911907196
SMARCD3	2.910638809
NSF	2.910612345
SLC16A6	2.910249949
DISC1	2.909336329
GNAT2	2.908881426
MRPL4	2.907891273
NANOGP8	2.907080173
SUDS3	2.906806469
EIF6	2.906504154
TRIOBP	2.905035019
DDOST	2.904890537
PALS2	2.902956724
FRAT1	2.901839256
POLR3F	2.901258945
SERAC1	2.900364637
ANXA8	2.900292635
SLC6A2	2.899900913
CEBPZ	2.899152756
CAB39	2.898861647
CLCN2	2.89884758
MVD	2.897472143
JMY	2.897249222
ZFP91-CNTF	2.896497965
SPAG17	2.89527154
PHF20	2.892825127
ACTL8	2.891694307
EIF5	2.889531612
KLHL41	2.88919282
H2AC4	2.887650967
BMP3	2.887638092
APCDD1L-DT	2.886960268
U2SURP	2.886405468
TRIM2	2.886017561
MT-ND5	2.885194778
IL37	2.884409666
PSPC1	2.883271456
MYO15A	2.882347822
SNRPD3	2.882114649
GSPT2	2.880739927
GOPC	2.879738569
COQ6	2.879641771
HIF3A	2.878937483
RAB35	2.878735304
TBC1D10A	2.878652096
KCNQ1-AS1	2.878565073
PAQR3	2.878362894
CEP350	2.876932144
ESD	2.876615047
DCAKD	2.876079559
MIR1275	2.875843048
CACNA2D2	2.874452829
RITA1	2.874435902
SETD3	2.874029875
HPSE2	2.873639822
BVES	2.873356342
CAPG	2.87223649
SPIDR	2.871956825
APOH	2.871734858
MIR4454	2.871720791
CREBL2	2.871491432
RCE1	2.870999336
TBCEL	2.87054801
LINC00662	2.869298935
PF4V1	2.868244171
DYNC2LI1	2.866738796
ANAPC2	2.864986181
NUP188	2.864664555
ELP3	2.864089727
EIF3L	2.863451481
MIR1298	2.862975597
H2AC14	2.862220287
NPHP4	2.862114906
BZW2	2.862072468
NUP62	2.86205864
MYO9B	2.861828566
PCDH15	2.860207558
ARF4	2.859802008
IL18RAP	2.859618902
RPL32	2.858519316
PSMA6	2.858323097
SNAP29	2.858208179
MAT2B	2.857185602
TMEM38B	2.856586456
C2CD3	2.856010437
ENDOV	2.855653048
SERPINI1	2.854766607
POFUT1	2.853822231
GLT8D1	2.852572918
GDI2	2.851990938
KCNA5	2.851682663
NOL7	2.850487232
CSTF1	2.850443602
TENM4	2.850142956
ZGPAT	2.849739552
KIF3B	2.848876238
PCCB	2.848792791
RAB31	2.847726822
GTF3C1	2.847726822
AP2M1	2.846540451
CCM2	2.84589076
MARCKS	2.84588933
CPNE8-AS1	2.845490217
ACAD9	2.845309973
DIP2A	2.844686508
ADAMTS17	2.842608452
BBIP1	2.842382908
SLC7A1	2.841470957
FTSJ3	2.841351509
IGHV3-21	2.840971947
NFX1	2.840835571
SMC5	2.840419769
CARD8	2.839421511
IPO5	2.838683128
CNIH4	2.837049723
BCKDHA	2.835190296
PDIA6	2.834799051
CEP152	2.834336281
PWP1	2.834117413
PTDSS1	2.833891392
NEIL2	2.833444834
LUC7L3	2.832751513
ST7L	2.831490993
DDX39A	2.831398964
DAAM1	2.830706596
CYC1	2.830338717
RERE	2.830291986
DDC	2.829013586
TWF1	2.828644276
RPS21	2.827444792
SLC25A1	2.826323032
SEC16A	2.826323032
LOC126862447	2.825644732
MEOX2	2.82517004
SPG21	2.824194193
ATAD1	2.823601007
MIR599	2.823421478
WDR82	2.822762012
GPC2	2.822465658
ST3GAL1	2.822156906
ATXN3	2.822082758
IFNL3	2.821227074
AGRN	2.820147753
LINC00518	2.819859505
CD27-AS1	2.819785595
H2AC13	2.818529844
SQLE	2.818250179
PSD4	2.817584515
HCG25	2.815372229
JPT1	2.814887762
TXNDC15	2.814830303
MRPS21	2.814750671
FOXD3	2.814505339
ALG3	2.813183546
FIS1	2.81227684
TBC1D9B	2.810164928
DDX56	2.809509516
SF3A2	2.808667898
GPS1	2.808442831
LAMC3	2.806002617
MRPS30	2.804647207
MOB1A	2.803469419
UGT1A5	2.803174019
DNAJC9	2.802800417
CENPU	2.802204609
HOXB6	2.801537514
USP47	2.801515341
UHMK1	2.79984498
CLCN5	2.799663305
GFPT2	2.799256086
TAPT1	2.798480988
LBP	2.797280788
SLC6A14	2.796884775
SLC25A12	2.796842098
S100A10	2.796016932
TLE3	2.795230389
CDCA7	2.795218468
USO1	2.794918776
RALGAPA1	2.794800997
LMOD3	2.794718266
TIAL1	2.794130802
TRHDE	2.794068336
LRRC59	2.793372393
APRT	2.791531086
TUFT1	2.790709496
STX11	2.789772987
INPP5K	2.789652824
ORC4	2.789202452
PYCR3	2.78909111
VPS11	2.788029432
PSMD13	2.785871029
SSTR5-AS1	2.782771111
MEF2A	2.781980038
PAOX	2.781970501
SLC9A2	2.781614304
CIRBP	2.781253576
JAKMIP1	2.780911684
HOXC8	2.777462959
CDC34	2.776904345
PNPO	2.776812315
ZSCAN16-AS1	2.775996685
KIF3A	2.775816441
ABHD11	2.774326801
PIP4K2A	2.774172783
EIF2A	2.773854256
NPPC	2.772773743
CLN5	2.771807194
SNORD75	2.77094388
COPS4	2.769680023
CYB5D2	2.769630909
RSU1	2.769561529
SUGP2	2.769561529
ORMDL3	2.769391537
PMPCB	2.769207239
INSM1	2.768786907
ZC4H2	2.767961979
SMPD4	2.767920971
CPT2	2.767126083
TNNC1	2.766749859
PTOV1	2.763683081
NR2F1	2.763228416
CHDM	2.762681007
DYNLL1	2.762308121
UQCRC1	2.762223244
NEPRO	2.761512995
TCEAL7	2.760025501
MCF2L	2.758560658
COPB1	2.757438421
NEBL	2.757036209
SEPTIN8	2.756330967
SON	2.756224394
TMEM240	2.756056786
ITPR2	2.755964518
PDZK1IP1	2.755681992
H2BC15	2.755173206
PKP3	2.754971981
SNRPD2	2.754263639
PAFAH1B3	2.754005671
IRX2	2.751970768
PNO1	2.751458406
FOXR2	2.751022339
CINP	2.75048542
EML2	2.75048542
SH3BP1	2.749716759
NCKAP1L	2.749600887
BCL2L14	2.748552799
MIIP	2.747694254
SRP14	2.747200012
LDB3	2.747058153
ROBO4	2.746415615
NHLRC1	2.746064186
CHCHD2	2.744112492
MAP4K1	2.743614674
NMD3	2.742820263
IDH3A	2.742769003
MIR659	2.742133856
MYH2	2.741942883
NLRP12	2.741660595
MADCAM1	2.741537809
NCOA5	2.740700006
VKORC1	2.740557909
TNIP1	2.73910141
WDR62	2.738372326
TNFRSF21	2.737913609
SPAG1	2.737748384
MAP1LC3C	2.737562895
KLHL9	2.737485886
H1-10-AS1	2.737061501
CEP131	2.736633062
H2BC13	2.735889435
QARS1	2.73456645
MIR1305	2.734255314
GASAL1	2.732488871
EEF1E1	2.731847286
CHCHD10	2.731479645
MTCH2	2.730149508
FAF2	2.729615927
TRMT10C	2.728963614
IPO4	2.728424549
WDR54	2.728120089
NPHP3-ACAD11	2.726920605
EXOSC8	2.726770401
ZC3H18	2.726763487
SELENON	2.726555824
UGT8	2.726496935
RTTN	2.726237535
NLGN1	2.725413084
ACO1	2.725149155
KTN1-AS1	2.723976612
MIR1205	2.721619844
IDH1-AS1	2.72104764
CDKL5	2.720756531
FTH1P3	2.720300913
ZYX	2.719863176
CDK5RAP2	2.719123602
HASPIN	2.718070507
PAPSS1	2.717475414
DCBLD2	2.717244387
H2AZ2	2.717243195
TCF19	2.71370554
NDUFAF2	2.713341951
HNRNPH3	2.71116662
KCNC4	2.710611105
DNAJB11	2.710331678
STX3	2.70931673
GLG1	2.708093882
PLCB3	2.706892967
HLA-DQB2	2.70473814
AP1B1	2.703547478
KCNJ8	2.702696323
LOC111674477	2.702466249
FARP2	2.702253819
DHX8	2.700550556
ATXN2L	2.698298693
MPHOSPH8	2.698013783
APEH	2.697991371
CDH19	2.697789192
DOCK7	2.697397709
BASP1	2.697140455
PLOD3	2.696531534
MIR3182	2.695775986
OLIG1	2.695281982
ZSCAN4	2.69514966
MTMR10	2.695092201
MBNL1-AS1	2.694288731
POLG2	2.69347477
H1-1	2.693361759
SEMA4G	2.692970991
BOLA2	2.692844152
LIN9	2.692070246
GRSF1	2.691717625
AKAP8L	2.690510511
IQGAP3	2.690313101
NARS1	2.690208435
VPS33B	2.689997911
LINC00462	2.689757586
RAB11FIP1	2.689280987
CGB7	2.68866992
RAB22A	2.688559294
GRHPR	2.687581539
PPP2R2C	2.68739748
TXNDC5	2.687344074
EOLA1-DT	2.687028885
SLC12A2	2.685212374
SH2B1	2.684266329
CLINT1	2.682416439
PQBP1	2.681989193
NUBP2	2.681541681
TP53I11	2.681431293
H4C7	2.680490017
CACUL1	2.679552555
LAMB2	2.677732468
CDK16	2.677450657
BANF2	2.67677021
POLR2H	2.675100803
LRRC47	2.67492938
RAET1G	2.674868107
RAB38	2.67460227
CNTNAP1	2.674004316
TUT1	2.674000025
ZNF335	2.673826933
MBNL3	2.673633099
TSN	2.673113585
CNGA3	2.672237635
ATG9B	2.672232151
LUC7L	2.671901941
PIKFYVE	2.671467066
SYNJ1	2.670601606
DDX46	2.669064522
ANXA13	2.668939352
IGHE	2.668197155
TRA2A	2.667724848
TMC1	2.66637826
TRIM14	2.665931225
HACD3	2.665443659
CDIP1	2.665299892
GNL2	2.664958715
NDUFS2	2.664780855
HS3ST2	2.663714409
WDR26	2.662264824
ANKHD1	2.662129641
KCNC3	2.661315441
DCBLD1	2.661260366
DYNC1I2	2.660919189
PRG4	2.660609484
ARHGAP17	2.660060406
AMOTL2	2.659780264
ASCC3	2.659421921
LOC111674475	2.658942938
LIPT1	2.658388615
SLC24A4	2.657494783
GRK5	2.655114651
CCDC40	2.654945612
INVS	2.654555082
PPP2R5A	2.65425396
ARHGEF3	2.653743744
SCAMP3	2.653470516
MIR1258	2.652847052
SEC61G	2.652133465
MIR19B2	2.651689529
SLAMF7	2.651592731
INPP4A	2.650282145
ALDH3A2	2.649937391
CYP4Z1	2.648532629
LCN1	2.646448374
LRPAP1	2.645754814
SNTB2	2.643910646
CALCOCO2	2.643410683
ACTL6B	2.643176079
PRIMPOL	2.643038034
OSTC	2.642404079
DDX49	2.6423316
KIF6	2.64225769
XRN1	2.641321182
AIPL1	2.641075373
NMT1	2.639869928
WASHC3	2.638109922
LINC02418	2.637035131
RDH12	2.636958599
ZNF644	2.636771679
HSD17B11	2.634787321
LSM14A	2.633567333
PFN2	2.633264542
CPSF2	2.633108377
USP26	2.632843256
SAE1	2.631569624
KPNA3	2.631296158
DAZL	2.630318165
WDR46	2.629106045
SCTR	2.629079342
TECR	2.628502131
DBET	2.628270388
MDS2	2.628021717
SCCPDH	2.626805305
BYSL	2.626567602
LIAS	2.62652874
AMD1	2.626526594
MIR497HG	2.625576973
GRM2	2.625090361
SRP68	2.624483824
KCTD5	2.624038219
ADRA1A	2.623488188
HACD1	2.623410702
BANP	2.62337923
MIR4739	2.622986555
RAB3GAP2	2.622683048
WDR45	2.622410774
EPB41L5	2.621284008
LRRC37A3	2.621127844
ALKBH4	2.621052027
NDUFS1	2.620546818
TRAF3IP2-AS1	2.620275736
ARMCX2	2.620112896
ODF2	2.619179964
CFAP298	2.618742943
ABLIM1	2.618656635
ASIC2	2.618496418
GFM1	2.618072987
GTPBP3	2.616694927
ADCY6	2.615845919
RSPH1	2.615330935
MT-TS1	2.614887714
ADAM23	2.613660336
AHDC1	2.613556862
PANK4	2.613430023
TEC	2.613179207
DHX36	2.612970829
SARS2	2.612742424
NUP205	2.61181879
MORC3	2.611769438
SLC12A2-DT	2.610846043
ATF5	2.610826731
INTS12	2.610523701
USF1	2.610194445
UGT2B28	2.609676361
MIR4429	2.609450817
INTS11	2.609313488
KRT75	2.607666016
IK	2.607196569
HADH	2.606707573
MTRFR	2.605839729
HDGFL2	2.605670452
SLC5A3	2.604195356
HLA-DOB	2.604157925
DNER	2.603046894
CDK11B	2.602883816
CPT1C	2.602507591
RLN1	2.601623774
TTBK2	2.601476908
TOM1	2.60142374
TBRG4	2.601016521
PLEKHM1	2.59931612
FABP7	2.599160433
AP1G1	2.598667145
PTCD3	2.598260641
RFX5	2.598195553
RASEF	2.598114014
THOC3	2.598101139
FHL3	2.596818447
PDE8B	2.594238281
NPLOC4	2.593622923
VSX2	2.593184948
IL1RAP	2.592315912
LINC00320	2.592114925
ORC6	2.591168404
AQP7	2.59115839
RAB14	2.590976
HNRNPA0	2.590537786
